id,tenant_id,area_id,title,description,progress,created_by,due_date,start_date,completion_date,created_at,updated_at,status
808ef869-9131-4257-bb5c-37991c7cf87f,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,c3667e51-d5f4-4850-8540-2ce5d7469b6a,Remarketing Inteligente,Iniciativa para: Campaña Temporada Alta,18,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-09-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,planning
81919c56-f8d0-4087-9813-4c2f51046f43,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,c3667e51-d5f4-4850-8540-2ce5d7469b6a,Campañas Ads Segmentadas,Iniciativa para: Alcanzar 50K Seguidores en Redes,76,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
8762daf8-a72c-4697-b475-0440ad0250f2,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,c3667e51-d5f4-4850-8540-2ce5d7469b6a,Colaboraciones Influencers,Iniciativa para: Alcanzar 50K Seguidores en Redes,85,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
8a18e2d9-6448-4bc1-b72f-9970665432ce,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,160c6aaf-7f77-4e6b-94d7-835227441cda,Ruta Gastronómica Andina,Iniciativa para: Lanzar 3 Nuevos Paquetes Turísticos,65,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
8baefd39-5cdf-444a-a61a-0be691429b7b,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,160c6aaf-7f77-4e6b-94d7-835227441cda,Aventura Costera Sostenible,Iniciativa para: Lanzar 3 Nuevos Paquetes Turísticos,52,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
8f31f19e-6d2e-4389-a69e-a01c8829ca2c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a27,Innovación y Desarrollo - Mejorar experiencia de usuario en la app,Innovar y desarrollar nuevas capacidades para: Mejorar experiencia de usuario en la app,0,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,planning
917dba82-404f-46bd-a521-8d0962436ce8,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a29,Estrategia y Planificación - Lanzar nueva línea de eco-iluminación,Definir e implementar la estrategia para alcanzar: Lanzar nueva línea de eco-iluminación,67,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:26:46.646723+00,2025-08-11 18:27:49.784461+00,in_progress
9638db73-14cb-43d2-8ed5-8eb66a6e0f29,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a27,Innovación y Desarrollo - Mejorar experiencia de usuario en la app,Innovar y desarrollar nuevas capacidades para: Mejorar experiencia de usuario en la app,0,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-10-25,2025-06-27,,2025-08-11 18:26:46.646723+00,2025-08-11 18:27:49.784461+00,planning
97b61172-945a-4836-abd6-11dcb4688a39,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,c3667e51-d5f4-4850-8540-2ce5d7469b6a,Estrategia Omnicanal Verano,Iniciativa para: Campaña Temporada Alta,22,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-09-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,planning
9813710c-e5c3-4128-b5b5-c1a18d7c7806,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a30,Optimización y Mejora - Optimizar la cadena de producción,Optimizar procesos y mejorar eficiencia para: Optimizar la cadena de producción,33,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,in_progress
994cb6b9-0f4e-4a62-b3d8-b1ffee5cb841,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a30,Estrategia y Planificación - Optimizar la cadena de producción,Definir e implementar la estrategia para alcanzar: Optimizar la cadena de producción,67,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:26:46.646723+00,2025-08-11 18:27:49.784461+00,in_progress
a81db3d6-7797-4f8c-b90c-94d255612e09,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a29,Estrategia y Planificación - Lanzar nueva línea de eco-iluminación,Definir e implementar la estrategia para alcanzar: Lanzar nueva línea de eco-iluminación,67,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,in_progress
a873dd9e-9779-403b-b128-1ef0ce62c221,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,df73ea49-2af1-4909-8a8a-fd1bcd99137c,Capacitación Servicio Excepcional,Iniciativa para: Mejorar NPS a 85 puntos,38,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-06-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
ac972750-c81c-4313-9224-ded4623f7797,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,df73ea49-2af1-4909-8a8a-fd1bcd99137c,Personalización Experiencias,Iniciativa para: Mejorar NPS a 85 puntos,28,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-06-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,planning
af9cdcaf-ac97-42ac-97d6-2f559611398f,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a29,Optimización y Mejora - Lanzar nueva línea de eco-iluminación,Optimizar procesos y mejorar eficiencia para: Lanzar nueva línea de eco-iluminación,33,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,in_progress
b96ea691-1e86-4825-b60c-b896f86208ec,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,c3667e51-d5f4-4850-8540-2ce5d7469b6a,Contenido Video Destinos,Iniciativa para: Alcanzar 50K Seguidores en Redes,89,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
bd83d7c4-2646-47c3-a4ba-62171c71eb08,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a27,Tours Gastronómicos Premium,Lanzar experiencias culinarias con chefs locales y restaurantes destacados,45,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-04-15,2025-01-15,,2025-08-11 18:35:08.072932+00,2025-08-11 18:35:08.072932+00,in_progress
c16f1246-d0af-438d-88aa-07215910327c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a29,Optimización y Mejora - Lanzar nueva línea de eco-iluminación,Optimizar procesos y mejorar eficiencia para: Lanzar nueva línea de eco-iluminación,33,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:26:46.646723+00,2025-08-11 18:27:49.784461+00,in_progress
c1eebc99-9c0b-4ef8-bb6d-6bb9bd380e01,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a24,"Campaña ""Verano en el Caribe""",Lanzar una campaña de marketing digital para promover paquetes de viajes.,50,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a37,,,,2025-08-08 03:11:54.474145+00,2025-08-11 18:27:49.784461+00,in_progress
c1eebc99-9c0b-4ef8-bb6d-6bb9bd380e02,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a27,Integrar sistema de pago con PayPal,Desarrollar la integración de pagos en la plataforma web.,50,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a39,,,,2025-08-08 03:11:54.474145+00,2025-08-11 18:27:49.784461+00,in_progress
c1eebc99-9c0b-4ef8-bb6d-6bb9bd380e03,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a29,Plan de lanzamiento de la Serie Eco,Estrategia de lanzamiento para la nueva línea de productos ecológicos.,50,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a41,,,,2025-08-08 03:11:54.474145+00,2025-08-11 18:27:49.784461+00,in_progress
c1eebc99-9c0b-4ef8-bb6d-6bb9bd380e04,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a30,Automatizar línea de ensamblaje,Automatización de la línea de producción para mayor eficiencia.,100,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a42,,,2025-08-08,2025-08-08 03:11:54.474145+00,2025-08-11 18:27:49.784461+00,in_progress
c4e6c404-6d96-4502-a905-16d48d3599a5,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a30,Innovación y Desarrollo - Optimizar la cadena de producción,Innovar y desarrollar nuevas capacidades para: Optimizar la cadena de producción,0,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a38,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,planning
c698b2cb-b8d4-48b4-bd67-3278d41a6b2b,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,eef76b1e-ceef-4210-883a-f9b053d212ad,Acuerdos Aerolíneas Regionales,Iniciativa para: Establecer 10 Alianzas Estratégicas,18,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-09-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,planning
c8dce8c7-d62c-4a0a-8121-13ceb0065f6e,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a27,Estrategia y Planificación - Mejorar experiencia de usuario en la app,Definir e implementar la estrategia para alcanzar: Mejorar experiencia de usuario en la app,67,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-10-25,2025-06-27,,2025-08-11 18:26:46.646723+00,2025-08-11 18:27:49.784461+00,in_progress
ccd061d3-05ca-49a0-a2ca-efc652fe45b6,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a24,Estrategia y Planificación - Incrementar visibilidad de destinos,Definir e implementar la estrategia para alcanzar: Incrementar visibilidad de destinos,67,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,in_progress
daa1001f-f5d7-49f4-bec0-f992c297b087,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,987ee8f4-5e87-4df8-8724-7808f2951862,Programa de Descuentos Tempranos,Iniciativa para: Incrementar Ventas Q1 en 25%,87,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
e46ddcb1-68af-41bb-a057-1db5f6ff2531,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,987ee8f4-5e87-4df8-8724-7808f2951862,CRM Optimization,Iniciativa para: Incrementar Ventas Q1 en 25%,74,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
e73c34b3-fba7-4205-a0dc-4543d6ebd0c1,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,eef76b1e-ceef-4210-883a-f9b053d212ad,Red Guías Certificados,Iniciativa para: Establecer 10 Alianzas Estratégicas,35,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-09-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
e89184fc-86f0-4f9f-868a-bfecdb831997,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a24,Programa de Alianzas B2B,"Desarrollar red de partnerships con hoteles, aerolíneas y empresas locales",60,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-03-15,2025-01-15,,2025-08-11 18:35:07.481367+00,2025-08-11 18:35:07.481367+00,in_progress
ec6b8888-f004-4d2e-86a3-d2a0474b3d7c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b1eebc99-9c0b-4ef8-bb6d-6bb9bd380a24,Optimización y Mejora - Incrementar visibilidad de destinos,Optimizar procesos y mejorar eficiencia para: Incrementar visibilidad de destinos,33,d2eebc99-9c0b-4ef8-bb6d-6bb9bd380a33,2025-10-25,2025-06-27,,2025-08-11 18:27:49.784461+00,2025-08-11 18:27:49.784461+00,in_progress
f9413c30-662e-4cb0-971b-a9e4e7d3213c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,4913f197-6146-43a4-8e79-1fdea56aec1c,Red Proveedores Estratégicos,Iniciativa para: Optimizar Cadena de Suministros,42,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-06-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,in_progress
f9fe8432-5de5-4d56-b1ff-e5015467e907,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,987ee8f4-5e87-4df8-8724-7808f2951862,Campaña Promocional Año Nuevo,Iniciativa para: Incrementar Ventas Q1 en 25%,95,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-03-31,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,completed
ff4e316a-ef86-4862-ae3c-ecf03880feec,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,a4dfc8c8-6e54-4ae8-b98d-a248ca0d0966,Portal Self-Service,Iniciativa para: Implementar Nueva App Móvil,24,dced7722-dddd-4cd0-8a83-c2460f09fad8,2025-06-30,2024-12-01,,2025-08-12 05:55:51.165938+00,2025-08-12 06:01:21.153688+00,planning
